,AAA Organization Name,AAA Year Found,AAA EIN,activityormissiondesc,votingmembersgoverningbodycnt,votingmembersindependentcnt,totalemployeecnt,totalvolunteerscnt,totalgrossubiamt,netgrossubiamt,pycontributionsgrantsamt,cycontributionsgrantsamt,pyprogramservicerevenueamt,cyprogramservicerevenueamt,pyinvestmentincomeamt,cyinvestmentincomeamt,pyotherrevenueamt,cyotherrevenueamt,pytotalrevenueamt,cytotalrevenueamt,pygrantsandsimilarpaidamt,cygrantsandsimilarpaidamt,pybenefitspaidtomembersamt,cybenefitspaidtomembersamt,pysalariescompempbnftpaidamt,cysalariescompempbnftpaidamt,pytotalproffndrsngexpnsamt,cytotalproffndrsngexpnsamt,pytotalfundraisingexpenseamt,cytotalfundraisingexpenseamt,pyotherexpensesamt,cyotherexpensesamt,pytotalexpensesamt,cytotalexpensesamt,pyrevenueslessexpensesamt,cyrevenueslessexpensesamt,totalassetsboyamt,totalassetseoyamt,totalliabilitiesboyamt,totalliabilitieseoyamt,netassetsorfundbalancesboyamt,netassetsorfundbalanceseoyamt
0,Horizons Greater Washington,2017,271476998,"HORIZONS GREATER WASHINGTON DEVELOPS PUBLIC PRIVATE PARTNERSHIPS BETWEEN INDEPENDENT AND PUBLIC SCHOOL COMMUNITIES TO PROVIDE ACADEMIC, CULTURAL, AND RECREATIONAL PROGRAMS DESIGNED TO EMPOWER ECONOMICALLY DISADVANTAGED STUDENTS TO REALIZE THEIR FULL POTENTIAL.HORIZONS IS COMMITTED TO THE DEVELOPMENT OF THE WHOLE CHILD BY PROVIDING EXPERIENCES THAT BUILD PROBLEM-SOLVING SKILLS, FOSTER AWARENESS OF COMMUNITY RESPONSIBILTY, INSTILL RESPECT FOR ONESELF AND OTHERS, AND ENCOURAGE A LIFE-LONG INTEREST IN LEARNING.",18,18,100,75,0,SELECT-KEY-WRITE-NULL,786438,838358,20264,8029,41751,36037,-37506,-13106,810947,869318,0,0,0,0,641855,644285,0,0,SELECT-KEY-WRITE-NULL,64577,163547,195472,805402,839757,5545,29561,477309,506590,280,0,477029,506590
0,Hortons Kids,2017,521755403,"HORTON'S KIDS' MISSION IS TO EDUCATE AND EMPOWER THE CHILDREN OF WASHINGTON DC'S WARD 8 BY PROVIDING COMPREHENSIVE, DIRECT SERVICES WHICH IMPROVE THE QUALITY OF THEIR DAILY LIVES AND NURTURE EACH CHILD'S DESIRE AND ABILITY TO SUCCEED. WITH THE HELP OF MORE THAN 500 VOLUNTEERS AND STRONG RELATIONSHIPS WITH THE CHILDREN'S FAMILIES, HORTON'S KIDS OFFERS FIVE PRIMARY PROGRAMS.",18,18,44,918,0,SELECT-KEY-WRITE-NULL,1508761,1813082,HEADERFILL-NULL,0,6975,-30209,-49551,-33599,1466185,1749274,76035,66165,HEADERFILL-NULL,0,887588,1136603,HEADERFILL-NULL,0,SELECT-KEY-WRITE-NULL,280314,577283,671596,1540906,1874364,-74721,-125090,1399216,1350165,43731,60309,1355485,1289856
0,Housing Up,2017,521675958,PROVIDING TRANSITIONAL AND SUPPORTIVE HOUSING WITH SERVICES,14,13,78,131,0,SELECT-KEY-WRITE-NULL,4446195,5295017,287685,364007,1560,-283,59916,106230,4795356,5764971,0,0,0,0,3692362,3169585,0,0,SELECT-KEY-WRITE-NULL,269961,1495027,1658640,5187389,4828225,-392033,936746,2163237,4670102,354495,1924614,1808742,2745488
0,Hung Tao Choy Mei Leadership Institute,2017,113679500,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,SELECT-KEY-WRITE-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,SELECT-KEY-WRITE-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,-11204,-8852
0,Innercity Collaborative CDC,2017,460854156,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,SELECT-KEY-WRITE-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,SELECT-KEY-WRITE-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,569,5493
0,Institute for Equity & Excellence in Public Education,2017,813579801,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,SELECT-KEY-WRITE-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,SELECT-KEY-WRITE-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,15182
0,Joy of Motion Dance Center,2017,521074743,JOY OF MOTION DANCE CENTER (JOMDC) AIMS TO PROVIDE THE HIGHEST QUALITY DANCE EDUCATION AND PERFORMANCE EXPERIENCES THAT REINFORCE THE PRINCIPLE THAT THE ART OF DANCE IS FOR EVERYONE. JOY OF MOTION DANCE CENTER TEACHES AND ENCOURAGES PEOPLE OF ALL AGES TO INTEGRATE DANCE INTO THEIR LIVES FOR BETTER INDIVIDUAL AND COMMUNITY HEALTH AND WELL-BEING.,12,12,38,80,0,SELECT-KEY-WRITE-NULL,345633,281596,2267218,2579985,1596,1527,4767,6462,2619214,2869570,41697,62762,0,0,815783,896372,0,0,SELECT-KEY-WRITE-NULL,120520,1919693,1876481,2777173,2835615,-157959,33955,716033,881457,578532,710001,137501,171456
0,Jubilee Housing,2017,520986261,To provide affordable housing and expanded life options for people with low incomes.,14,12,50,58,0,SELECT-KEY-WRITE-NULL,2539312,1764218,741626,1016522,329859,1313568,1195840,738181,4806637,4832489,101000,0,0,0,2288255,2204689,0,0,SELECT-KEY-WRITE-NULL,154813,2192884,2269430,4582139,4474119,224498,358370,51854150,40189075,35180544,23157099,16673606,17031976
0,The Andrew Keegan Theare Company,2017,521828004,TO TAKE AUDIENCES TO THE VITAL HEART OF THE THEATER EXPERIENCE. EXTRAORDINARY ARTISTS IN AN INTIMATE SETTING EXPLORING THE HUMAN CONDITION.,10,10,6,12,0,SELECT-KEY-WRITE-NULL,1723963,212080,128553,504479,HEADERFILL-NULL,0,HEADERFILL-NULL,0,1852516,716559,HEADERFILL-NULL,0,HEADERFILL-NULL,0,55080,171351,HEADERFILL-NULL,0,SELECT-KEY-WRITE-NULL,0,443104,860220,498184,1031571,1354332,-315012,3825555,3543925,789819,823201,3035736,2720724
0,Kid Power,2017,262333511,"KID POWER INSPIRES YOUTH LEADERSHIP BY PROMOTING ACADEMIC ADVANCEMENT, PHYSICAL AND EMOTIONAL WELLNESS, AND POSITIVE CIVIC ENGAGEMENT IN UNDERSERVED COMMUNITIES THROUGHOUT THE DISTRICT OF COLUMBIA.",12,11,53,400,0,SELECT-KEY-WRITE-NULL,905344,933287,8368,4847,130,50,3189,6623,917031,944807,0,0,0,0,582523,590575,0,0,SELECT-KEY-WRITE-NULL,45219,260495,279627,843018,870202,74013,74605,215104,285460,3017,735,212087,284725
0,Latin American Youth Center,2017,521023074,"To provide Latino, African-American and other multicultural youth and families with the education, skills, training and support they need to live, work and study with dignity, in good health and in neighborhoods that are safe and secure.",17,15,273,0,0,SELECT-KEY-WRITE-NULL,13725740,12849852,0,0,4352,4724,1401833,1521314,15131925,14375890,460775,411134,0,0,9173334,9581045,0,0,SELECT-KEY-WRITE-NULL,762888,5437205,6161590,15071314,16153769,60611,-1777879,8701258,7034314,6205249,6316184,2496009,718130
0,The Latino Student Fund,2017,521859975,"THE LATINO STUDENT FUND (LSF) IS A NON-PROFIT ORGANIZATION FOUNDED IN 1994 IN WASHINGTON, D.C. WITH A MISSION TO PROVIDE OPPORTUNITIES FOR A STRONG ACADEMIC FOUNDATION FOR UNDERSERVED PREK-12TH GRADE STUDENTS OF HISPANIC DESCENT AND TO PROMOTE HIGHER EDUCATION AND PROFESSIONAL LEADERSHIP.",14,14,9,296,0,SELECT-KEY-WRITE-NULL,558286,502646,HEADERFILL-NULL,32507,485,681,8145,25259,566916,561093,78500,62500,HEADERFILL-NULL,0,291222,350294,HEADERFILL-NULL,0,SELECT-KEY-WRITE-NULL,70073,213177,202212,582899,615006,-15983,-53913,349965,276101,23987,34180,325978,241921
0,The Learning Tree,2017,262963674,PROVIDES STEM PROGRAM FOR HUNDREDS OF DISADVANTAGED CHILDREN,3,3,1,HEADERFILL-NULL,11855,SELECT-KEY-WRITE-NULL,204847,295497,19474,0,HEADERFILL-NULL,0,371,11855,224692,307352,HEADERFILL-NULL,0,HEADERFILL-NULL,0,98023,223284,HEADERFILL-NULL,0,SELECT-KEY-WRITE-NULL,0,156398,87109,254421,310393,-29729,-3041,4104,1794,15770,15770,-11666,-13976
0,Libertys Promise,2017,270058022,"LIBERTY'S PROMISE SUPPORTS YOUNG IMMIGRANTS IN NEED WHILE ENCOURAGING THEM TO BE ACTIVE AND CONSCIENTIOUS AMERICAN CITIZENS. THE ORGANIZATION'S PROGRAMS AIM TO MAKE THE IMMIGRANT EXPERIENCE AN AFFIRMATIVE ONE FOR YOUNG NEWCOMERS WHILE INSTILLING IN THEM A SENSE OF PRIDE AND SUPPORT FOR AMERICAN IDEALS OF DEMOCRACY AND FREEDOM. BY DOING SO, LIBERTY'S PROMISE SEEKS TO REAFFIRM THIS COUNTRY'S FUNDAMENTAL EGALITARIAN AND DEMOCRATIC TRADITIONS FOR FUTURE GENERATIONS.",7,7,20,50,0,SELECT-KEY-WRITE-NULL,791530,871215,HEADERFILL-NULL,0,636,532,1380,2533,793546,874280,67835,55740,HEADERFILL-NULL,0,464715,526628,HEADERFILL-NULL,0,SELECT-KEY-WRITE-NULL,27629,247120,296577,779670,878945,13876,-4665,479322,473789,136999,136026,342323,337763
0,Life Pieces to Masterpieces,2017,522076894,YOUTH DEVELOPMENT PROGRAM FOR BOYS AND YOUNG MEN LIVING IN LOW-INCOME AND PUBLIC HOUSING.,16,15,42,40,0,SELECT-KEY-WRITE-NULL,1180986,1010579,34302,33643,0,0,0,0,1215288,1044222,0,0,0,0,648787,710656,0,0,SELECT-KEY-WRITE-NULL,129943,442365,369897,1091152,1080553,124136,-36331,489927,473573,33805,53782,456122,419791
0,Little Lights Urban Ministries,2017,522125232,"LITTLE LIGHTS URBAN MINISTRIES EMPOWERS UNDER-SERVED YOUTH AND FAMILIES IN WASHINGTON, DC WITH THE LOVE OF CHRIST. WE SEEK TO DEVELOP THEIR GOD-GIVEN POTENTIAL SPIRITUALLY, SOCIALLY, AND INTELLECTUALLY THROUGH ACADEMICS, LIFE SKILLS, THE ARTS, AND DISCIPLESHIP.",12,11,59,631,0,SELECT-KEY-WRITE-NULL,1210232,1219379,HEADERFILL-NULL,0,1957,4407,34443,38892,1246632,1262678,HEADERFILL-NULL,0,HEADERFILL-NULL,0,644105,757947,HEADERFILL-NULL,0,SELECT-KEY-WRITE-NULL,84446,432256,445114,1076361,1203061,170271,59617,1144289,1141079,228985,166158,915304,974921
0,Marthas Table,2017,521186071,"TO INCREASE ACCESS TO EDUCATION, FOOD, AND OPPORTUNITY FOR VULNERABLE AND IN-NEED CHILDREN, FAMILIES AND NEIGHBORS.",14,14,138,16679,0,SELECT-KEY-WRITE-NULL,10922509,13366633,596133,567360,27026,-11886,10519,-59346,11556187,13862761,0,0,0,0,4335715,5068111,0,0,SELECT-KEY-WRITE-NULL,1222347,5983285,6354024,10319000,11422135,1237187,2440626,10530298,13368728,411859,809903,10118439,12558825
0,Marys Center for Maternal and Child Care,2017,521594116,"SEE PART III, LINE 1.",14,14,600,14,0,SELECT-KEY-WRITE-NULL,16875108,17429161,21459703,26059980,176408,160125,449336,363768,38960555,44013034,395404,464383,0,0,25360082,27806555,0,0,SELECT-KEY-WRITE-NULL,798641,10319225,12004030,36074711,40274968,2885844,3738066,30807310,34262612,7411925,7130397,23395385,27132215
0,Mentors of Minorities in Education  (MOMIE),2017,521890845,The mission of M.O.M.I.E is to nurture the genius of children and create a transformative learning experience.,6,6,26,25,0,SELECT-KEY-WRITE-NULL,633749,818531,65875,89909,7,0,6361,0,705992,908440,HEADERFILL-NULL,0,HEADERFILL-NULL,0,361201,664879,HEADERFILL-NULL,0,SELECT-KEY-WRITE-NULL,41000,304765,330761,665966,995640,40026,-87200,929908,574400,210270,238173,719638,336227
0,Mentors,2017,521547224,SEE PART III,11,11,3,50,0,SELECT-KEY-WRITE-NULL,384328,491479,HEADERFILL-NULL,0,65,60,HEADERFILL-NULL,0,384393,491539,14472,11657,HEADERFILL-NULL,0,209198,239512,HEADERFILL-NULL,0,SELECT-KEY-WRITE-NULL,11657,121649,117648,345319,368817,39074,122722,227439,349869,9007,8715,218432,341154
0,Multicultural Career Intern Program,2017,521263933,"THE MISSION OF MCIP AND ITS PUBLIC SCHOOL AFFILIATE, CHEC, IS TO STRIVE TO BECOME A MODEL PROFESSIONAL LEARNING COMMUNITY THAT RESPECTS AND RESPONDS TO THE DIVERSE NEEDS OF OUR UNDERSERVED STUDENTS BY PREPARING THEM FOR THE ACADEMIC RIGORS OF COLLEGE AND AS LEADERS IN THE QUEST FOR SOCIAL JUSTICE. A PROFESSIONAL LEARNING COMMUNITY IS A COLLABORATIVE ACADEMIC ENVIRONMENT IN WHICH THE ADMINISTRATIVE STAFF AND TEACHERS IN A SCHOOL CONTINUOUSLY SEEK AND SHARE LEARNING AND THEN ACT ON WHAT THEY LEARN. THE GOAL IS TO ENHANCE THEIR EFFECTIVENESS AS PROFESSIONALS TO BENEFIT STUDENT EDUCATION. THE RESULTS OF THIS RESEARCH-BASED APPROACH IS THAT STUDENTS EXPERIENCE DECREASED DROPOUT RATE AND FEWER CLASSES ""SKIPPED"", LOWER RATES OF ABSENTEEISM, INCREASED LEARNING THAT IS DISTRIBUTED MORE EQUITABLY IN A SMALLER SIZED SCHOOL, GREATER ACADEMIC GAINS THAN IN TRADITIONAL SCHOOLS, AND SMALLER ACHIEVEMENT GAPS BETWEEN STUDENTS FROM DIFFERENT BACKGROUNDS.",12,12,28,HEADERFILL-NULL,0,SELECT-KEY-WRITE-NULL,1455663,1788594,550285,607954,2131,41998,HEADERFILL-NULL,20288,2008079,2458834,79000,82000,HEADERFILL-NULL,0,985806,1139192,HEADERFILL-NULL,0,SELECT-KEY-WRITE-NULL,10060,1039479,1421414,2104285,2642606,-96206,-183772,1154325,1063886,525399,618732,628926,445154
0,Musicianship,2017,460557954,"The MusicianShips mission is to change lives by facilitating music lessons, experiences, and opportunities for people who need us most.",7,7,1,HEADERFILL-NULL,0,SELECT-KEY-WRITE-NULL,HEADERFILL-NULL,202114,HEADERFILL-NULL,6642,HEADERFILL-NULL,0,HEADERFILL-NULL,0,HEADERFILL-NULL,208756,HEADERFILL-NULL,0,HEADERFILL-NULL,0,HEADERFILL-NULL,25431,HEADERFILL-NULL,0,SELECT-KEY-WRITE-NULL,29845,HEADERFILL-NULL,146627,HEADERFILL-NULL,172058,HEADERFILL-NULL,36698,HEADERFILL-NULL,54750,HEADERFILL-NULL,7614,HEADERFILL-NULL,47136
0,National Center for Children and Families,2017,520591586,"THE ORGANIZATION IS COMMITTED TO SERVING VULNERABLE CHILDREN, YOUTH AND FAMILIES IN THE NATIONAL CAPITAL AREA.",18,18,237,1533,0,SELECT-KEY-WRITE-NULL,4190714,5415698,18066237,20709325,33201,23424,278487,411974,22568639,26560421,0,0,0,0,11026077,11915933,0,0,SELECT-KEY-WRITE-NULL,575920,11529250,14622669,22555327,26538602,13312,21819,18996284,19101596,9009985,9098010,9986299,10003586
0,The National Organization of Concerned Black Men,2017,521790616,"CONCERNED BLACK MEN NATIONAL PROVIDES GUIDANCE, SUPPORT AND ENCOURAGEMENT TO CHILDREN WHILE STABILIZING FAMILIES POSITIONING THEM TO LEAD HEALTH PRODUCTIVE LIVES.",6,5,28,125,0,SELECT-KEY-WRITE-NULL,2831272,1687251,HEADERFILL-NULL,0,HEADERFILL-NULL,0,63,0,2831335,1687251,HEADERFILL-NULL,0,HEADERFILL-NULL,0,1804778,966393,HEADERFILL-NULL,0,SELECT-KEY-WRITE-NULL,9570,932955,794259,2737733,1760652,93602,-73401,137743,118425,280442,334525,-142699,-216100
0,Washington Nationals Youth Baseball Academy,2017,453990897,"TO USE BASEBALL AND SOFTBALL AS VEHICLES TO FOSTER POSITIVE CHARACTER DEVELOPMENT, ACADEMIC ACHIEVEMENT,AND IMPROVED HEALTH AMONG YOUTH FROM UNDERSERVED COMMUNITIES IN D.C.",17,17,0,350,0,SELECT-KEY-WRITE-NULL,1217270,1460105,0,0,0,323,32287,46886,1249557,1507314,0,0,0,0,623643,1013335,0,0,SELECT-KEY-WRITE-NULL,212197,2206256,2290944,2829899,3304279,-1580342,-1796965,19161114,17003737,1746016,1450160,17415098,15553577
0,People Animals Love (PAL),2017,521282069,TO CREATE SOCIAL GOOD THROUGH THE HEALING BOND BETWEEN HUMANS AND ANIMALS.,11,11,19,0,0,SELECT-KEY-WRITE-NULL,437536,547674,143836,12400,5773,4445,258,320,587403,564839,0,0,0,0,320063,318943,0,0,SELECT-KEY-WRITE-NULL,27881,229732,254176,549795,573119,37608,-8280,374025,359289,23302,22042,350723,337247
0,Planned Parenthood of Metropolitan Washington DC,2017,530204621,"SEE PART III, LINE 1.",24,24,103,75,0,SELECT-KEY-WRITE-NULL,6376498,6080535,4929505,4193921,4310449,87698,-43231,-90123,15573221,10272031,0,0,0,0,4483569,4160351,53647,104886,SELECT-KEY-WRITE-NULL,705666,4868866,4720599,9406082,8985836,6167139,1286195,25714274,28602842,4942878,6035043,20771396,22567799
0,Play Footy,2017,462635195,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,SELECT-KEY-WRITE-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,SELECT-KEY-WRITE-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,37211
0,Martin Pollak Project : Northstar Tutoring/Mentoring Project,2017,521171384,"THE MARTIN POLLAK PROJECT PROVIDES FOSTER CARE, INDEPENDENT LIVING, TUTORING AND MENTORING, AND OTHER FAMILY-CENTERED YOUTH DEVELOPMENT AND SUPPORT PROGRAMS TO CHILDREN AND YOUTH IN MARYLAND AND THE DISTRICT OF COLUMBIA WITH THE BROADER GOAL OF BUILDING A CARING COMMUNITY FOR EVERY YOUNG PERSON WHO NEEDS SUPPORT BEYOND WHAT CAN BE PROVIDED BY HIS OR HER FAMILY. WE BELIEVE THAT MOBILIZING COMMUNITY MEMBERS AS VOLUNTEERS, FOSTER PARENTS, STAFF AND DONORS IS KEY TO ENSURING THAT YOUNG PEOPLE WE SERVE RECEIVE THE SUPPORT THEY NEED TO SUCCEED.",6,6,44,95,0,SELECT-KEY-WRITE-NULL,4124409,3579510,22304,15083,24,-3781,1199,1210,4147936,3592022,1217688,1085219,0,0,1920280,1678482,0,0,SELECT-KEY-WRITE-NULL,3841,1126678,945572,4264646,3709273,-116710,-117251,2134689,2001284,924038,907884,1210651,1093400
0,Reach Education,2017,264622113,REACH INCORPORATED RECRUITS AND TRAINS TEENS TO BECOME TUTORS AND ROLE MODELS FOR YOUNGER STUDENTS.,10,9,6,65,0,SELECT-KEY-WRITE-NULL,904522,897599,18500,33058,144,1076,5978,-8524,929144,923209,0,0,0,0,328569,388445,16440,0,SELECT-KEY-WRITE-NULL,105643,241955,332678,586964,721123,342180,202086,548599,753577,24523,27415,524076,726162
0,Reading Partners,2017,770568469,THE ORGANIZATION PARTNERS WITH SCHOOLS TO PROVIDE ONE-ON-ONE LITERACY TUTORING.,11,11,859,13500,0,SELECT-KEY-WRITE-NULL,20268997,20342270,3309533,4167968,76,250,13943,10899,23592549,24521387,0,0,0,0,16702367,22015581,0,0,SELECT-KEY-WRITE-NULL,2741382,3543371,4752219,20245738,26767800,3346811,-2246413,9561718,10593050,1550291,5369733,8011427,5223317
0,Recreation Wish List Committee of Washington DC,2017,521939752,IMPROVING RECREATIONAL FACILITIES AND EDUCATIONAL PROGRAMS FOR DC CHILDREN & TEENS.,16,15,14,0,0,SELECT-KEY-WRITE-NULL,864916,553011,0,0,1176,773,-198550,0,667542,553784,0,0,0,0,169803,228463,0,15000,SELECT-KEY-WRITE-NULL,137677,254996,420614,424799,664077,242743,-110293,655670,447866,38607,14578,617063,433288
0,Shaw Community Center (Shaw Community Ministry ),2017,510334496,"To enhance the lives and expand the opportunities of children, youth, and adults of the Shaw community in Washington, D.C. SCM offers education, youth leadership development, and life skills programming to low income children and youth.",8,8,8,50,0,SELECT-KEY-WRITE-NULL,368757,358134,HEADERFILL-NULL,0,HEADERFILL-NULL,0,2267,3139,371024,361273,11000,19050,HEADERFILL-NULL,0,237405,241085,HEADERFILL-NULL,0,SELECT-KEY-WRITE-NULL,26057,120444,179023,368849,439158,2175,-77885,149577,79743,11331,19382,138246,60361
0,Sitar Arts Center,2017,522113471,"Sitar Arts Center advances the critical life skills of underserved children and youth in Washington, DC and prepares them for achievement in the 21st century through visual, performing, and digital arts education in a nurturing community. During 2013, Sitar Arts Center served 798 students. True to its mission, Sitar has maintained its policy that 80% of students are from low-income households.",20,19,23,300,0,SELECT-KEY-WRITE-NULL,1871086,2220520,95199,114361,-3651,-212,-21136,-38669,1941498,2296000,0,0,0,0,850619,952516,0,0,SELECT-KEY-WRITE-NULL,264362,783808,896981,1634427,1849497,307071,446503,7392157,8273444,3416390,3849876,3975767,4423568
0,Split This Rock,2017,264559492,Split this Rock calls poets to a greater role in public life and fosters a national network of socially engaged poets.,6,6,5,130,0,SELECT-KEY-WRITE-NULL,296090,289374,53422,73250,75,99,0,0,349587,362723,0,0,0,0,154720,191709,0,0,SELECT-KEY-WRITE-NULL,25607,126128,244137,280848,435846,68739,-73123,106385,23612,9725,75,96660,23537
0,Step Afrika USA orporated,2017,522118391,TO PROMOTE AND PRESERVE THE TRADITION OF STEPPING AND IT'S CONNECTIONS TO ART FORMS AROUND THE WORLD.,16,16,18,45,0,SELECT-KEY-WRITE-NULL,430555,567810,985364,890163,23688,13545,57431,59570,1497038,1531088,HEADERFILL-NULL,0,HEADERFILL-NULL,0,703213,731270,HEADERFILL-NULL,0,SELECT-KEY-WRITE-NULL,152904,722389,779675,1425602,1510945,71436,20143,620185,676085,118333,154090,501852,521995
0,Techbridge Girls,2017,274162514,"TO EMPOWER GIRLS TO REALIZE THEIR DREAMS THROUGH SCIENCE, TECHNOLOGY, AND ENGINEERING.",5,5,38,500,0,SELECT-KEY-WRITE-NULL,3298047,2671933,410060,127586,145,51,15123,-10019,3723375,2789551,240647,178640,0,0,1667974,1912420,0,36750,SELECT-KEY-WRITE-NULL,258909,759984,952220,2668605,3080030,1054770,-290479,1930091,1664859,167554,192801,1762537,1472058
0,United Planning Organization,2017,520788987,"UNITED PLANNING ORGANIZATION'S MISSION IS TO PLAN, COORDINATE & IMPLEMENT HUMAN SERVICES.",17,17,398,728,0,SELECT-KEY-WRITE-NULL,30434931,30232380,39834,94295,5461,9140,85958,55257,30566184,30391072,4151658,3631158,0,0,18041135,18126012,0,0,SELECT-KEY-WRITE-NULL,0,8194757,8438434,30387550,30195604,178634,195468,17423392,16530554,13112445,11987890,4310947,4542664
0,Urban Village Community Center Assoc,2017,522420644,"CHILDREN AFTER SCHOOL, SENIORSAND COMMUNITY PROGRAMS",6,6,0,HEADERFILL-NULL,0,SELECT-KEY-WRITE-NULL,20000,28628,HEADERFILL-NULL,0,518,524,HEADERFILL-NULL,0,20518,29152,HEADERFILL-NULL,0,35595,65397,HEADERFILL-NULL,0,HEADERFILL-NULL,0,SELECT-KEY-WRITE-NULL,0,6214,3418,41809,68815,-21291,-39663,437996,406981,9361,18009,428635,388972
0,The Washington School for Girls,2017,522031849,THE WASHINGTON SCHOOL FOR GIRLS SERVES STUDENTS 3RD THROUGH 8TH GRADES WHO ARE AT RISK OF TERMINATING THEIR EDUCATION PREMATURELY.,13,13,38,45,0,SELECT-KEY-WRITE-NULL,2898899,3285950,20048,20775,113747,90032,0,0,3032694,3396757,0,0,0,0,1529188,1946886,0,0,SELECT-KEY-WRITE-NULL,442032,914357,1173650,2443545,3120536,589149,276221,4997692,5181086,128496,44487,4869196,5136599
0,Wilderness Leadership and Learning,2017,134256302,"WILL'S MISSION IS TO PROVIDE DIVERSE GROWTH EXPERIENCES AND CHALLENGING LEARNING OPPORTUNITIES TO INSPIRE AND ASSIST YOUTH TO MAKE GOOD DECISIONS, BECOME EFFECTIVE LEADERS, AND ACHIEVE THEIR GOALS. OUR GOAL IS TO LAUNCH WILL YOUTH INTO A FUTURE THAT THEY COULD NOT IMAGINE BEFORE THEY PARTICIPATED IN THE PROGRAM, AND TO COMPLIMENT TRADITIONAL CLASSROOM EDUCATION WITH HIGH-QUALITY, DIVERSE EXPERIENTIAL LEARNING OPPORTUNITIES TO DEVELOP INHERENT STRENGTHS, DECISION-MAKING AND LEADERSHIP AND LIFE SKILLS FOR STUDENTS TO LEARN AND BE SUCCESSFUL.",7,6,3,29,0,SELECT-KEY-WRITE-NULL,242852,244703,1500,0,47,62,499,567,244898,245332,0,0,0,0,116843,123533,2500,1995,SELECT-KEY-WRITE-NULL,20275,81036,85933,200379,211461,44519,33871,250099,290096,6933,13059,243166,277037
