,AAA Organization Name,AAA Year Found,AAA EIN,activityormissiondesc,votingmembersgoverningbodycnt,votingmembersindependentcnt,totalemployeecnt,totalvolunteerscnt,totalgrossubiamt,pycontributionsgrantsamt,cycontributionsgrantsamt,cyprogramservicerevenueamt,pyinvestmentincomeamt,cyinvestmentincomeamt,pyotherrevenueamt,cyotherrevenueamt,pytotalrevenueamt,cytotalrevenueamt,pygrantsandsimilarpaidamt,cygrantsandsimilarpaidamt,cybenefitspaidtomembersamt,pysalariescompempbnftpaidamt,cysalariescompempbnftpaidamt,cytotalproffndrsngexpnsamt,cytotalfundraisingexpenseamt,pyotherexpensesamt,cyotherexpensesamt,pytotalexpensesamt,cytotalexpensesamt,pyrevenueslessexpensesamt,cyrevenueslessexpensesamt,totalassetsboyamt,totalassetseoyamt,totalliabilitiesboyamt,totalliabilitieseoyamt,netassetsorfundbalancesboyamt,netassetsorfundbalanceseoyamt
0,Girls on the Run DC,2015,743218001,"GOTR-DC is a positive youth development program for girls in third through eighth grades. Volunteers are trained to deliver the 10-week interactive curriculum that teaches girls life skills, healthy living, and self-respect.",9,9,6,1200,0,267513,345944,187562,210,488,-5090,-23712,437266,510282,0,0,0,191960,223597,8340,123095,201333,204778,393293,436715,43973,73567,226782,311941,0,11592,226782,300349
0,Girls Rock! DC,2017,263133547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87379,121379
0,Girls Rock! DC,2016,263133547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75393,87379
0,Global Kids,2018,133629485,"SEE SCHEDULE O.TO ENSURE YOUTH FROM UNDERSERVED COMMUNITIES HAVE THE KNOWLEDGE, SKILLS, EXPERIENCES AND VALUES THEY NEED TO BE SUCCESSFUL IN SCHOOL, PARTICIPATE EFFECTIVELY IN THE DEMOCRATIC PROCESS, AND ACHIEVE LEADERSHIP IN THEIR COMMUNITIES AND ON THE GLOBAL STAGE.",19,19,139,30,0,4415741,4324291,1232615,244,176,20475,2899,5794081,5559981,31050,23100,0,4185371,4096813,0,163710,1580949,1544406,5797370,5664319,-3289,-104338,2404696,2469563,495054,664259,1909642,1805304
0,Global Kids,2017,133629485,"SEE SCHEDULE O.TO ENSURE YOUTH FROM UNDERSERVED COMMUNITIES HAVE THE KNOWLEDGE, SKILLS, EXPERIENCES AND VALUES THEY NEED TO BE SUCCESSFUL IN SCHOOL, PARTICIPATE EFFECTIVELY IN THE DEMOCRATIC PROCESS, AND ACHIEVE LEADERSHIP IN THEIR COMMUNITIES AND ON THE GLOBAL STAGE.",19,19,126,30,0,3248825,4415741,1357621,44,244,17586,20475,4214864,5794081,31000,31050,0,3300447,4185371,0,223792,1146782,1580949,4478229,5797370,-263365,-3289,2239162,2404696,326231,495054,1912931,1909642
0,Global Kids,2016,133629485,"SEE SCHEDULE O.TO ENSURE YOUTH FROM UNDERSERVED COMMUNITIES HAVE THE KNOWLEDGE, SKILLS, EXPERIENCES AND VALUES THEY NEED TO BE SUCCESSFUL IN SCHOOL, PARTICIPATE EFFECTIVELY IN THE DEMOCRATIC PROCESS, AND ACHIEVE LEADERSHIP IN THEIR COMMUNITIES AND ON THE GLOBAL STAGE.",19,19,92,30,0,3067567,3248825,948409,19696,44,25883,17586,4414874,4214864,20000,31000,0,2899487,3300447,0,162210,1080406,1146782,3999893,4478229,414981,-263365,2545712,2239162,369416,326231,2176296,1912931
0,Global Kids,2015,133629485,"SEE SCHEDULE O.TO ENSURE YOUTH FROM UNDERSERVED COMMUNITIES HAVE THE KNOWLEDGE, SKILLS, EXPERIENCES AND VALUES THEY NEED TO BE SUCCESSFUL IN SCHOOL, PARTICIPATE EFFECTIVELY IN THE DEMOCRATIC PROCESS, AND ACHIEVE LEADERSHIP IN THEIR COMMUNITIES AND ON THE GLOBAL STAGE.",19,19,63,40,0,2070912,3067567,1301728,1527,19696,5999,25883,3374591,4414874,0,20000,0,2694197,2899487,0,173779,1127690,1080406,3821887,3999893,-447296,414981,2182673,2545712,421358,369416,1761315,2176296
0,Good Projects,2017,811491594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13038
0,Healthy Babies Project,2017,521711352,Provides care and other services to high risk and low-income pregnant women.,5,4,0,,0,416385,700898,0,,0,6708,1797,423093,702695,,0,0,293355,384860,0,0,122208,147350,415563,532210,7530,170485,165911,223278,78290,29822,87621,193456
0,Healthy Babies Project,2015,521711352,Provides care and other services to high risk and low-income pregnant women.,10,9,12,,0,247069,416385,0,,0,435,6708,247504,423093,,0,0,197685,293355,0,0,109495,122208,307180,415563,-59676,7530,99360,165911,46336,78290,53024,87621
0,High Tea Society,2017,522044895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4513,5142
0,High Tea Society,2016,522044895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-426,8870
0,High Tea Society,2015,522044895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6527,-426
0,High Tea Society,2014,522044895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14981,6527
0,Higher Achievement Program,2017,521383374,"PROVIDE AFTER SCHOOL AND SUMMER ACADEMIC ENRICHMENT IN UNDERSERVED AREAS OF DC, VA, PA & MD.",16,16,292,500,0,8735237,10979904,0,299,143,53580,134107,8789116,11114154,0,0,0,4972071,6480636,0,851094,2621500,3593057,7593571,10073693,1195545,1040461,8198373,9254723,1936878,1956859,6261495,7297864
0,Higher Achievement Program,2016,521383374,"PROVIDE OUT OF SCHOOL TIME EDUCATION FOR 5TH THROUGH 8TH GRADERS, TO PUT STUDENTS ON TRACK TO COLLEGE SUCCESS IN FOUR CITIES: DC, BALTIMORE, RICHMOND, AND PITTSBURGH.",15,15,292,1000,-33851,6643567,8735237,0,-9558,299,85562,53580,6719571,8789116,0,0,0,3876300,4972071,0,639074,1695348,2621500,5571648,7593571,1147923,1195545,6904164,8198373,1838131,1936878,5066033,6261495
0,Higher Achievement Program,2015,521383374,PROVIDE OUT OF SCHOOL TIME EDUCATION FOR 5TH THROUGH 8TH GRADERS,14,14,201,906,5526,5726385,6643567,0,239,-9558,113318,85562,5839942,6719571,1074,0,0,3780613,3876300,0,429702,1624702,1695348,5406389,5571648,433553,1147923,5332677,6904164,1414567,1838131,3918110,5066033
0,Hillside Work Scholarship Connection,2018,161453581,YOUTH ADVOCACY FOR MIDDLE AND HIGH SCHOOL STUDENTS TO INCREASE GRADUATION RATES,7,6,281,9,0,8025796,7116574,9998732,0,0,1300,0,16478210,17115306,0,0,0,10407233,11000767,0,0,6433778,6547610,16841011,17548377,-362801,-433071,11982553,13553489,807100,2706207,11175453,10847282
0,Hillside Work Scholarship Connection,2017,161453581,YOUTH ADVOCACY FOR MIDDLE AND HIGH SCHOOL STUDENTS TO INCREASE GRADUATION RATES,8,7,284,15,0,5887855,8025796,8451114,0,0,1400,1300,14948024,16478210,0,0,0,9104828,10407233,0,0,5784202,6433778,14889030,16841011,58994,-362801,14003740,11982553,981525,807100,13022215,11175453
0,Hillside Work Scholarship Connection,2016,161453581,YOUTH ADVOCACY FOR MIDDLE AND HIGH SCHOOL STUDENTS TO INCREASE GRADUATION RATES,8,7,265,7,0,6194710,5887855,9058769,0,0,1500,1400,13659949,14948024,0,0,0,7775908,9104828,0,0,5063558,5784202,12839466,14889030,820483,58994,12865376,14003740,808601,981525,12056775,13022215
0,Hillside Work Scholarship Connection,2015,161453581,YOUTH ADVOCACY FOR MIDDLE AND HIGH SCHOOL STUDENTS TO INCREASE GRADUATION RATES,8,7,222,7,0,4948193,6194710,7463739,3509,0,1000,1500,12023791,13659949,0,0,0,7318192,7775908,0,0,5006399,5063558,12324591,12839466,-300800,820483,12924078,12865376,1389455,808601,11534623,12056775
0,Horizons Greater Washington,2017,271476998,"HORIZONS GREATER WASHINGTON DEVELOPS PUBLIC PRIVATE PARTNERSHIPS BETWEEN INDEPENDENT AND PUBLIC SCHOOL COMMUNITIES TO PROVIDE ACADEMIC, CULTURAL, AND RECREATIONAL PROGRAMS DESIGNED TO EMPOWER ECONOMICALLY DISADVANTAGED STUDENTS TO REALIZE THEIR FULL POTENTIAL.HORIZONS IS COMMITTED TO THE DEVELOPMENT OF THE WHOLE CHILD BY PROVIDING EXPERIENCES THAT BUILD PROBLEM-SOLVING SKILLS, FOSTER AWARENESS OF COMMUNITY RESPONSIBILTY, INSTILL RESPECT FOR ONESELF AND OTHERS, AND ENCOURAGE A LIFE-LONG INTEREST IN LEARNING.",18,18,100,75,0,786438,838358,8029,41751,36037,-37506,-13106,810947,869318,0,0,0,641855,644285,0,64577,163547,195472,805402,839757,5545,29561,477309,506590,280,0,477029,506590
0,Horizons Greater Washington,2016,271476998,"HORIZONS GREATER WASHINGTON DEVELOPS PUBLIC PRIVATE PARTNERSHIPS BETWEEN INDEPENDENT AND PUBLIC SCHOOL COMMUNITIES TO PROVIDE ACADEMIC, CULTURAL, AND RECREATIONAL PROGRAMS DESIGNED TO EMPOWER ECONOMICALLY DISADVANTAGED STUDENTS TO REALIZE THEIR FULL POTENTIAL.HORIZONS IS COMMITTED TO THE DEVELOPMENT OF THE WHOLE CHILD BY PROVIDING EXPERIENCES THAT BUILD PROBLEM-SOLVING SKILLS, FOSTER AWARENESS OF COMMUNITY RESPONSIBILTY, INSTILL RESPECT FOR ONESELF AND OTHERS, AND ENCOURAGE A LIFE-LONG INTEREST IN LEARNING.",17,17,101,50,0,755264,786438,20264,2240,41751,-32527,-37506,763137,810947,0,0,0,523505,641855,0,103830,213775,163547,737280,805402,25857,5545,475504,477309,4020,280,471484,477029
0,Horizons Greater Washington,2015,271476998,"HORIZONS GREATER WASHINGTON DEVELOPS PUBLIC PRIVATE PARTNERSHIPS BETWEEN INDEPENDENT AND PUBLIC SCHOOL COMMUNITIES TO PROVIDE ACADEMIC, CULTURAL, AND RECREATIONAL PROGRAMS DESIGNED TO EMPOWER ECONOMICALLY DISADVANTAGED STUDENTS TO REALIZE THEIR FULL POTENTIAL.HORIZONS IS COMMITTED TO THE DEVELOPMENT OF THE WHOLE CHILD BY PROVIDING EXPERIENCES THAT BUILD PROBLEM-SOLVING SKILLS, FOSTER AWARENESS OF COMMUNITY RESPONSIBILTY, INSTILL RESPECT FOR ONESELF AND OTHERS, AND ENCOURAGE A LIFE-LONG INTEREST IN LEARNING.",14,14,102,140,0,689759,755264,38160,1637,2240,-18495,-32527,676401,763137,0,0,0,434716,523505,0,74751,147295,213775,582011,737280,94390,25857,466537,475504,20910,4020,445627,471484
0,Hortons Kids,2017,521755403,"HORTON'S KIDS' MISSION IS TO EDUCATE AND EMPOWER THE CHILDREN OF WASHINGTON DC'S WARD 8 BY PROVIDING COMPREHENSIVE, DIRECT SERVICES WHICH IMPROVE THE QUALITY OF THEIR DAILY LIVES AND NURTURE EACH CHILD'S DESIRE AND ABILITY TO SUCCEED. WITH THE HELP OF MORE THAN 500 VOLUNTEERS AND STRONG RELATIONSHIPS WITH THE CHILDREN'S FAMILIES, HORTON'S KIDS OFFERS FIVE PRIMARY PROGRAMS.",18,18,44,918,0,1508761,1813082,0,6975,-30209,-49551,-33599,1466185,1749274,76035,66165,0,887588,1136603,0,280314,577283,671596,1540906,1874364,-74721,-125090,1399216,1350165,43731,60309,1355485,1289856
0,Hortons Kids,2016,521755403,"HORTON'S KIDS' MISSION IS TO EDUCATE AND EMPOWER THE CHILDREN OF WASHINGTON DC'S WARD 8 BY PROVIDING COMPREHENSIVE, DIRECT SERVICES WHICH IMPROVE THE QUALITY OF THEIR DAILY LIVES AND NURTURE EACH CHILD'S DESIRE AND ABILITY TO SUCCEED. WITH THE HELP OF MORE THAN 500 VOLUNTEERS AND STRONG RELATIONSHIPS WITH THE CHILDREN'S FAMILIES, HORTON'S KIDS OFFERS FIVE PRIMARY PROGRAMS:",22,22,44,547,0,1529351,1508761,0,2518,6975,-82260,-49551,1449609,1466185,101127,76035,0,690580,887588,0,238569,545714,577283,1337421,1540906,112188,-74721,1517804,1399216,49516,43731,1468288,1355485
0,Hortons Kids,2015,521755403,"HORTON'S KIDS' MISSION IS TO EDUCATE AND EMPOWER THE CHILDREN OF WASHINGTON DC'S WARD 8 BY PROVIDING COMPREHENSIVE, DIRECT SERVICES WHICH IMPROVE THE QUALITY OF THEIR DAILY LIVES AND NURTURE EACH CHILD'S DESIRE AND ABILITY TO SUCCEED. WITH THE HELP OF MORE THAN 500 VOLUNTEERS AND STRONG RELATIONSHIPS WITH THE CHILDREN'S FAMILIES, HORTON'S KIDS OFFERS FIVE PRIMARY PROGRAMS:",24,24,30,500,0,1421225,1529351,0,2412,2518,2776,-82260,1426413,1449609,140963,101127,0,692446,690580,0,176794,464846,545714,1298255,1337421,128158,112188,1396673,1517804,40573,49516,1356100,1468288
0,Housing Up,2018,521675958,PROVIDING TRANSITIONAL AND SUPPORTIVE HOUSING WITH SERVICES,14,13,79,33,0,5295017,4884090,300886,-283,1676,106230,78595,5764971,5265247,0,0,0,3169585,3336129,0,194366,1658640,1874444,4828225,5210573,936746,54674,4670102,4885595,1924614,2085433,2745488,2800162
0,Housing Up,2017,521675958,PROVIDING TRANSITIONAL AND SUPPORTIVE HOUSING WITH SERVICES,14,13,78,131,0,4446195,5295017,364007,1560,-283,59916,106230,4795356,5764971,0,0,0,3692362,3169585,0,269961,1495027,1658640,5187389,4828225,-392033,936746,2163237,4670102,354495,1924614,1808742,2745488
0,Housing Up,2016,521675958,PROVIDING TRANSITIONAL AND SUPPORTIVE HOUSING WITH SERVICES,13,13,79,283,0,4304733,4446195,287685,1215,1560,36923,59916,4633163,4795356,0,0,0,3597390,3692362,0,327838,1457163,1495027,5054553,5187389,-421390,-392033,2297962,2163237,97189,354495,2200773,1808742
0,Housing Up,2014,521675958,PROVIDING TRANSITIONAL AND SUPPORTIVE HOUSING WITH SERVICES,14,14,80,475,0,4405058,4304733,290292,1435,1215,19373,36923,4668326,4633163,45000,0,0,2639526,3597390,0,222798,1580612,1457163,4265138,5054553,403188,-421390,2776855,2297962,154692,97189,2622163,2200773
0,Hung Tao Choy Mei Leadership Institute,2017,113679500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11204,-8852
0,Hung Tao Choy Mei Leadership Institute,2014,113679500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17821,-7327
0,Innercity Collaborative CDC,2017,460854156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569,5493
0,Institute for Equity & Excellence in Public Education,2017,813579801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15182
0,Joy of Motion Dance Center,2017,521074743,JOY OF MOTION DANCE CENTER (JOMDC) AIMS TO PROVIDE THE HIGHEST QUALITY DANCE EDUCATION AND PERFORMANCE EXPERIENCES THAT REINFORCE THE PRINCIPLE THAT THE ART OF DANCE IS FOR EVERYONE. JOY OF MOTION DANCE CENTER TEACHES AND ENCOURAGES PEOPLE OF ALL AGES TO INTEGRATE DANCE INTO THEIR LIVES FOR BETTER INDIVIDUAL AND COMMUNITY HEALTH AND WELL-BEING.,12,12,38,80,0,345633,281596,2579985,1596,1527,4767,6462,2619214,2869570,41697,62762,0,815783,896372,0,120520,1919693,1876481,2777173,2835615,-157959,33955,716033,881457,578532,710001,137501,171456
0,Joy of Motion Dance Center,2016,521074743,JOY OF MOTION DANCE CENTER (JOMDC) AIMS TO PROVIDE THE HIGHEST QUALITY DANCE EDUCATION AND PERFORMANCE EXPERIENCES THAT REINFORCE THE PRINCIPLE THAT THE ART OF DANCE IS FOR EVERYONE. JOY OF MOTION DANCE CENTER TEACHES AND ENCOURAGES PEOPLE OF ALL AGES TO INTEGRATE DANCE INTO THEIR LIVES FOR BETTER INDIVIDUAL AND COMMUNITY HEALTH AND WELL-BEING.,8,8,28,8,0,336318,345633,2267218,1971,1596,21994,4767,2544404,2619214,45380,41697,0,761982,815783,0,88055,1759708,1919693,2567070,2777173,-22666,-157959,693546,716033,398086,578532,295460,137501
0,Joy of Motion Dance Center,2015,521074743,JOY OF MOTION DANCE CENTER (JOMDC) AIMS TO PROVIDE THE HIGHEST QUALITY DANCE EDUCATION AND PERFORMANCE EXPERIENCES THAT REINFORCE THE PRINCIPLE THAT THE ART OF DANCE IS FOR EVERYONE. JOY OF MOTION DANCE CENTER TEACHES AND ENCOURAGES PEOPLE OF ALL AGES TO INTEGRATE DANCE INTO THEIR LIVES FOR BETTER INDIVIDUAL AND COMMUNITY HEALTH AND WELL-BEING.,8,8,23,0,0,346910,336318,2184121,1704,1971,975,21994,2524848,2544404,19781,45380,0,713302,761982,0,83740,1675202,1759708,2408285,2567070,116563,-22666,762345,693546,444219,398086,318126,295460
0,Jubilee Housing,2018,520986261,TO PROVIDE AFFORDABLE HOUSING AND EXPANDED LIFE OPTIONS TO PEOPLE WITH LOW INCOME.,12,10,52,30,0,1764218,2073001,887376,1313568,518003,738181,716697,4832489,4195077,,26850,0,2204689,2239272,0,233323,2269430,2298351,4474119,4564473,358370,-369396,40189075,41644873,23157099,24982293,17031976,16662580
0,Jubilee Housing,2017,520986261,To provide affordable housing and expanded life options for people with low incomes.,14,12,50,58,0,2539312,1764218,1016522,329859,1313568,1195840,738181,4806637,4832489,101000,0,0,2288255,2204689,0,154813,2192884,2269430,4582139,4474119,224498,358370,51854150,40189075,35180544,23157099,16673606,17031976
0,Jubilee Housing,2016,520986261,To provide affordable housing and expanded life options for people with low incomes.,14,12,51,58,0,2950975,2539312,741626,316369,329859,1038601,1195840,4921672,4806637,26197,101000,0,2081200,2288255,0,120237,2113066,2192884,4220463,4582139,701209,224498,50317767,51854150,33570840,35180544,16746927,16673606
0,Jubilee Housing,2014,520986261,To provide affordable housing and expanded life options for people with low incomes.,13,12,47,53,0,1279077,2950975,615727,304949,316369,1242140,1038601,4452956,4921672,20000,26197,0,2140310,2081200,0,263631,1639107,2113066,3799417,4220463,653539,701209,46341470,50317767,29663021,33570840,16678449,16746927
0,Kid Power,2018,262333511,"Kid Power inspires youth leadership by promoting academic advancement, physical and emotional wellness, and positive civic engagement in underserved communities throughout the District of Columbia.",14,14,56,300,0,933287,881857,127154,50,55,6623,2140,944807,1011206,0,0,0,590575,645157,0,25724,279627,290926,870202,936083,74605,75123,285460,369468,735,9624,284725,359844
0,Kid Power,2017,262333511,"KID POWER INSPIRES YOUTH LEADERSHIP BY PROMOTING ACADEMIC ADVANCEMENT, PHYSICAL AND EMOTIONAL WELLNESS, AND POSITIVE CIVIC ENGAGEMENT IN UNDERSERVED COMMUNITIES THROUGHOUT THE DISTRICT OF COLUMBIA.",12,11,53,400,0,905344,933287,4847,130,50,3189,6623,917031,944807,0,0,0,582523,590575,0,45219,260495,279627,843018,870202,74013,74605,215104,285460,3017,735,212087,284725
0,Kid Power,2016,262333511,"KID POWER INSPIRES YOUTH LEADERSHIP BY PROMOTING ACADEMIC ADVANCEMENT, PHYSICAL AND EMOTIONAL WELLNESS, AND POSITIVE CIVIC ENGAGEMENT IN UNDERSERVED COMMUNITIES THROUGHOUT THE DISTRICT OF COLUMBIA.",10,9,48,350,0,732717,905344,8368,0,130,1410,3189,739977,917031,325,0,0,396743,582523,0,46448,249087,260495,668529,843018,71448,74013,192782,215104,46673,3017,146109,212087
0,Kid Power,2015,262333511,"KID POWER INSPIRES YOUTH LEADERSHIP BY PROMOTING ACADEMIC ADVANCEMENT, PHYSICAL AND EMOTIONAL WELLNESS, AND POSITIVE CIVIC ENGAGEMENT IN UNDERSERVED COMMUNITIES THROUGHOUT THE DISTRICT OF COLUMBIA.",11,11,28,300,0,520201,732717,5850,-4367,0,1724,1410,564874,739977,851,325,0,415033,396743,22374,37660,150040,249087,565924,668529,-1050,71448,130640,192782,55979,46673,74661,146109
0,Knock on Wood Tap Studio,2016,521922907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23747,22250
0,Knock on Wood Tap Studio,2015,521922907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36487,23747
0,Latin American Youth Center,2017,521023074,"To provide Latino, African-American and other multicultural youth and families with the education, skills, training and support they need to live, work and study with dignity, in good health and in neighborhoods that are safe and secure.",17,15,273,0,0,13725740,12849852,0,4352,4724,1401833,1521314,15131925,14375890,460775,411134,0,9173334,9581045,0,762888,5437205,6161590,15071314,16153769,60611,-1777879,8701258,7034314,6205249,6316184,2496009,718130
0,Latin American Youth Center,2016,521023074,"To provide Latino, African-American and other multicultural youth and families with the education, skills, training and support they need to live, work and study with dignity, in good health and in neighborhoods that are safe and secure.",19,17,201,43,0,12615740,13725740,0,1880754,4352,1091041,1401833,15587535,15131925,464436,460775,0,8308770,9173334,0,771743,4883898,5437205,13657104,15071314,1930431,60611,8404032,8701258,5973434,6205249,2430598,2496009
0,Latin American Youth Center,2015,521023074,"To provide Latino, African-American and other multicultural youth and families with the education, skills, training and support they need to live, work and study with dignity, in good health and in neighborhoods that are safe and secure.",21,21,201,25,0,10849414,12615740,0,82,1880754,1124058,1091041,11973554,15587535,289089,464436,0,7610183,8308770,0,542323,5045560,4883898,12944832,13657104,-971278,1930431,8172977,8404032,7672810,5973434,500167,2430598
0,Libertys Promise,2017,270058022,"LIBERTY'S PROMISE SUPPORTS YOUNG IMMIGRANTS IN NEED WHILE ENCOURAGING THEM TO BE ACTIVE AND CONSCIENTIOUS AMERICAN CITIZENS. THE ORGANIZATION'S PROGRAMS AIM TO MAKE THE IMMIGRANT EXPERIENCE AN AFFIRMATIVE ONE FOR YOUNG NEWCOMERS WHILE INSTILLING IN THEM A SENSE OF PRIDE AND SUPPORT FOR AMERICAN IDEALS OF DEMOCRACY AND FREEDOM. BY DOING SO, LIBERTY'S PROMISE SEEKS TO REAFFIRM THIS COUNTRY'S FUNDAMENTAL EGALITARIAN AND DEMOCRATIC TRADITIONS FOR FUTURE GENERATIONS.",7,7,20,50,0,791530,871215,0,636,532,1380,2533,793546,874280,67835,55740,0,464715,526628,0,27629,247120,296577,779670,878945,13876,-4665,479322,473789,136999,136026,342323,337763
0,Libertys Promise,2016,270058022,"Liberty's Promise supports young immigrants in need while encouraging them to be active and conscientious American citizens. The organization's programs aim to make the immigrant experience an affirmative one for young newcomers while instilling in them a sense of pride and support for American ideals of democracy and freedom. By doing so, Liberty's Promiseseeks to reaffirm this country's fundamental egalitarian and democratic traditions for future generations.",8,8,10,50,0,729178,791530,0,466,636,970,1380,730614,793546,57952,67835,0,346409,464715,0,34343,241904,247120,646265,779670,84349,13876,432339,479322,103671,136999,328668,342323
0,Libertys Promise,2015,270058022,"Liberty's Promise supports young immigrants in need while encouraging them to be active and conscientious American citizens. The organization's programs aim to make the immigrant experience an affirmative one for young newcomers while instilling in them a sense of pride and support for American ideals of democracy and freedom. By doing so, Liberty's Promiseseeks to reaffirm this country's fundamental egalitarian and democratic traditions for future generations.",6,6,9,50,0,438267,729178,0,452,466,901,970,439620,730614,0,57952,0,274658,346409,0,26079,227373,241904,502031,646265,-62411,84349,319482,432339,75163,103671,244319,328668
0,Libertys Promise,2014,270058022,"Liberty's Promise supports young immigrants in need while encouraging themto be active and conscientious American citizens. The organization'sprograms aim to make the immigrant experience an affirmative one for youngnewcomers while instilling in them a sense of pride and support forAmerican ideals of democracy and freedom. By doing so, Liberty's Promiseseeks to reaffirm this country's fundamental egalitarian and democratictraditions for future generations.",8,8,10,50,0,606614,438267,0,538,452,0,901,607152,439620,0,0,0,268115,274658,0,29134,261226,227373,529341,502031,77811,-62411,388879,319482,82149,75163,306730,244319
0,Life Pieces to Masterpieces,2017,522076894,YOUTH DEVELOPMENT PROGRAM FOR BOYS AND YOUNG MEN LIVING IN LOW-INCOME AND PUBLIC HOUSING.,16,15,42,40,0,1180986,1010579,33643,0,0,0,0,1215288,1044222,0,0,0,648787,710656,0,129943,442365,369897,1091152,1080553,124136,-36331,489927,473573,33805,53782,456122,419791
0,Life Pieces to Masterpieces,2015,522076894,YOUTH DEVELOPMENT PROGRAM FOR BOYS AND YOUNG MEN LIVING IN LOW-INCOME AND PUBLIC HOUSING.,12,12,41,70,0,1110706,1180986,34302,0,0,-1972,0,1139002,1215288,0,0,0,558392,648787,0,158843,293498,442365,851890,1091152,287112,124136,446384,489927,114398,33805,331986,456122
0,Life Pieces to Masterpieces,2014,522076894,YOUTH DEVELOPMENT PROGRAM FOR BOYS AND YOUNG MEN LIVING IN LOW-INCOME AND PUBLIC HOUSING.,13,13,37,50,0,688004,1110706,30268,0,0,-3550,-1972,715203,1139002,0,0,0,486672,558392,0,145268,274579,293498,761251,851890,-46048,287112,240521,446384,195647,114398,44874,331986
0,Little Lights Urban Ministries,2017,522125232,"LITTLE LIGHTS URBAN MINISTRIES EMPOWERS UNDER-SERVED YOUTH AND FAMILIES IN WASHINGTON, DC WITH THE LOVE OF CHRIST. WE SEEK TO DEVELOP THEIR GOD-GIVEN POTENTIAL SPIRITUALLY, SOCIALLY, AND INTELLECTUALLY THROUGH ACADEMICS, LIFE SKILLS, THE ARTS, AND DISCIPLESHIP.",12,11,59,631,0,1210232,1219379,0,1957,4407,34443,38892,1246632,1262678,,0,0,644105,757947,0,84446,432256,445114,1076361,1203061,170271,59617,1144289,1141079,228985,166158,915304,974921
0,Little Lights Urban Ministries,2016,522125232,"LITTLE LIGHTS URBAN MINISTRIES EMPOWERS UNDER-SERVED YOUTH AND FAMILIES IN WASHINGTON, DC WITH THE LOVE OF CHRIST. WE SEEK TO DEVELOP THEIR GOD-GIVEN POTENTIAL SPIRITUALLY, SOCIALLY, AND INTELLECTUALLY THROUGH ACADEMICS, LIFE SKILLS, THE ARTS, AND DISCIPLESHIP.",11,9,39,,0,936394,1210232,0,453,1957,48957,34443,985804,1246632,,0,0,591297,644105,0,134326,396842,432256,988139,1076361,-2335,170271,899516,1144289,154483,228985,745033,915304
0,Little Lights Urban Ministries,2015,522125232,"LITTLE LIGHTS URBAN MINISTRIES EMPOWERS UNDER-SERVED YOUTH AND FAMILIES IN WASHINGTON, DC WITH THE LOVE OF CHRIST. WE SEEK TO DEVELOP THEIR GOD-GIVEN POTENTIAL SPIRITUALLY, SOCIALLY, AND INTELLECTUALLY THROUGH ACADEMICS, LIFE SKILLS, THE ARTS, AND DISCIPLESHIP.",11,9,55,530,0,882515,936394,0,287,453,35915,48957,918717,985804,,0,0,499709,591297,0,134765,423650,396842,923359,988139,-4642,-2335,942208,899516,194840,154483,747368,745033
0,Little Lights Urban Ministries,2014,522125232,"LITTLE LIGHTS URBAN MINISTRIES EMPOWERS UNDER-SERVED YOUTH AND FAMILIES IN WASHINGTON, DC WITH THE LOVE OF CHRIST. WE SEEK TO DEVELOP THEIR GOD-GIVEN POTENTIAL SPIRITUALLY, SOCIALLY, AND INTELLECTUALLY THROUGH ACADEMICS, LIFE SKILLS, THE ARTS, AND DISCIPLESHIP.",14,12,62,763,0,774791,882515,0,359,287,34249,35915,809399,918717,,0,0,458080,499709,0,165090,349546,423650,807626,923359,1773,-4642,951460,942208,199450,194840,752010,747368
0,Marthas Table,2017,521186071,"TO INCREASE ACCESS TO EDUCATION, FOOD, AND OPPORTUNITY FOR VULNERABLE AND IN-NEED CHILDREN, FAMILIES AND NEIGHBORS.",14,14,138,16679,0,10922509,13366633,567360,27026,-11886,10519,-59346,11556187,13862761,0,0,0,4335715,5068111,0,1222347,5983285,6354024,10319000,11422135,1237187,2440626,10530298,13368728,411859,809903,10118439,12558825
